% generated by FindSubsumingRelation script %
% (c) 2016 Ali Parsai --- www.parsai.net    %




@relation 'subsuming'
@attribute 'IsSubsuming' { 'True', 'False' }
@attribute 'IsRedundant' { 'True', 'False' }
@attribute 'MutantType' { 'arithmeticOperatorReplacementBinary', 'arithmeticOperatorReplacementShortcut', 'arithmeticOperatorReplacementUnary', 'logicalOperatorReplacement', 'shiftOperatorReplacement', 'relationalOperatorReplacement', 'conditionalOperatorReplacement', 'conditionalOperatorDeletion', 'assignmentOperatorReplacementShortcut' }
@attribute 'TimesCovered' numeric


@data
False,True,arithmeticOperatorReplacementBinary,1230
False,True,relationalOperatorReplacement,24
False,True,relationalOperatorReplacement,15
True,True,arithmeticOperatorReplacementShortcut,1
False,True,conditionalOperatorReplacement,491
False,True,arithmeticOperatorReplacementBinary,916
False,True,relationalOperatorReplacement,5447
False,True,relationalOperatorReplacement,23646
True,True,relationalOperatorReplacement,541
True,True,conditionalOperatorDeletion,98
False,True,conditionalOperatorReplacement,47
True,True,conditionalOperatorReplacement,1068
True,True,assignmentOperatorReplacementShortcut,1
False,True,relationalOperatorReplacement,728
False,True,conditionalOperatorReplacement,764
False,True,conditionalOperatorDeletion,62
False,True,arithmeticOperatorReplacementShortcut,11
False,True,arithmeticOperatorReplacementBinary,375
False,True,relationalOperatorReplacement,59
False,True,arithmeticOperatorReplacementShortcut,41
True,True,arithmeticOperatorReplacementBinary,799
True,True,relationalOperatorReplacement,3
False,True,arithmeticOperatorReplacementBinary,4
False,True,conditionalOperatorDeletion,3
False,True,relationalOperatorReplacement,112
False,True,relationalOperatorReplacement,16050
False,True,arithmeticOperatorReplacementShortcut,107353
False,True,relationalOperatorReplacement,3
True,True,relationalOperatorReplacement,51
False,True,conditionalOperatorReplacement,1720
False,True,conditionalOperatorReplacement,1158
True,True,relationalOperatorReplacement,3
False,True,conditionalOperatorReplacement,6764
True,True,relationalOperatorReplacement,2
False,True,relationalOperatorReplacement,181
True,True,relationalOperatorReplacement,1
True,True,relationalOperatorReplacement,1
True,True,conditionalOperatorDeletion,22
True,True,conditionalOperatorDeletion,44
True,True,relationalOperatorReplacement,0
False,True,conditionalOperatorReplacement,68436
True,True,conditionalOperatorReplacement,12
False,True,relationalOperatorReplacement,147535
False,True,arithmeticOperatorReplacementShortcut,40
False,True,relationalOperatorReplacement,26
True,True,arithmeticOperatorReplacementShortcut,15
True,True,relationalOperatorReplacement,1
False,True,arithmeticOperatorReplacementBinary,2
False,True,relationalOperatorReplacement,2
True,True,conditionalOperatorReplacement,15
True,True,conditionalOperatorDeletion,93
True,True,relationalOperatorReplacement,47
True,True,arithmeticOperatorReplacementShortcut,8
False,True,relationalOperatorReplacement,19
True,True,conditionalOperatorReplacement,8
False,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,586
True,True,arithmeticOperatorReplacementShortcut,3299
False,True,relationalOperatorReplacement,91080
True,True,relationalOperatorReplacement,56
False,True,arithmeticOperatorReplacementBinary,6
True,True,conditionalOperatorDeletion,3
True,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,15
False,True,relationalOperatorReplacement,7
False,True,relationalOperatorReplacement,263
False,True,arithmeticOperatorReplacementShortcut,496
False,True,conditionalOperatorReplacement,728
False,True,conditionalOperatorDeletion,23
False,True,conditionalOperatorDeletion,43
False,True,relationalOperatorReplacement,475
False,True,conditionalOperatorDeletion,476
False,True,arithmeticOperatorReplacementBinary,132218
False,True,relationalOperatorReplacement,12219
False,True,relationalOperatorReplacement,4
False,True,relationalOperatorReplacement,82
False,True,arithmeticOperatorReplacementBinary,9
False,True,conditionalOperatorReplacement,454
True,True,conditionalOperatorReplacement,403
False,True,relationalOperatorReplacement,129176
True,True,conditionalOperatorReplacement,4
True,True,relationalOperatorReplacement,2
False,True,arithmeticOperatorReplacementShortcut,100500
False,True,relationalOperatorReplacement,47505
False,True,relationalOperatorReplacement,191
False,True,relationalOperatorReplacement,48
True,True,conditionalOperatorReplacement,5
False,True,relationalOperatorReplacement,15133
False,True,relationalOperatorReplacement,3451
False,True,conditionalOperatorReplacement,16050
False,True,relationalOperatorReplacement,85
True,True,arithmeticOperatorReplacementShortcut,59
False,True,conditionalOperatorDeletion,85
True,True,conditionalOperatorReplacement,62
False,True,conditionalOperatorReplacement,2643
False,True,conditionalOperatorReplacement,3202
False,True,conditionalOperatorReplacement,17
False,True,arithmeticOperatorReplacementBinary,13
False,True,arithmeticOperatorReplacementShortcut,658
False,True,relationalOperatorReplacement,22716
False,True,conditionalOperatorReplacement,3
True,True,relationalOperatorReplacement,3285
False,True,conditionalOperatorReplacement,8
True,True,conditionalOperatorReplacement,36
True,True,conditionalOperatorReplacement,567
False,True,relationalOperatorReplacement,8
False,False,relationalOperatorReplacement,117
False,False,relationalOperatorReplacement,229
True,False,relationalOperatorReplacement,117
False,False,relationalOperatorReplacement,49
False,False,conditionalOperatorDeletion,21
False,False,relationalOperatorReplacement,117
False,False,relationalOperatorReplacement,21
False,False,relationalOperatorReplacement,210
False,False,arithmeticOperatorReplacementUnary,21
False,False,arithmeticOperatorReplacementShortcut,173
True,False,arithmeticOperatorReplacementShortcut,1
False,False,arithmeticOperatorReplacementShortcut,4
False,False,relationalOperatorReplacement,173
False,False,conditionalOperatorReplacement,18
False,False,relationalOperatorReplacement,18
False,False,relationalOperatorReplacement,18
True,True,relationalOperatorReplacement,6
False,True,relationalOperatorReplacement,19
False,True,conditionalOperatorReplacement,49
True,True,arithmeticOperatorReplacementShortcut,1
True,True,relationalOperatorReplacement,49
True,True,arithmeticOperatorReplacementBinary,1
True,True,relationalOperatorReplacement,3
True,True,arithmeticOperatorReplacementShortcut,1
True,True,relationalOperatorReplacement,2000
False,True,relationalOperatorReplacement,9
False,True,relationalOperatorReplacement,173
False,True,relationalOperatorReplacement,173
True,True,relationalOperatorReplacement,1
False,True,conditionalOperatorReplacement,49
False,True,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,18
False,False,conditionalOperatorDeletion,33
False,False,arithmeticOperatorReplacementShortcut,33
False,False,relationalOperatorReplacement,13
True,False,relationalOperatorReplacement,1
True,False,arithmeticOperatorReplacementUnary,41
False,False,conditionalOperatorReplacement,33
False,False,arithmeticOperatorReplacementShortcut,61
False,False,relationalOperatorReplacement,88
True,False,relationalOperatorReplacement,3
True,False,relationalOperatorReplacement,19
True,False,conditionalOperatorReplacement,24
False,False,conditionalOperatorReplacement,26
False,False,conditionalOperatorReplacement,6
True,False,conditionalOperatorDeletion,5
False,False,arithmeticOperatorReplacementBinary,6
False,False,arithmeticOperatorReplacementBinary,11
False,False,relationalOperatorReplacement,22
False,False,relationalOperatorReplacement,168
False,False,relationalOperatorReplacement,117
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,93
False,False,relationalOperatorReplacement,2
False,False,relationalOperatorReplacement,27
False,False,relationalOperatorReplacement,188
False,False,relationalOperatorReplacement,3
False,False,conditionalOperatorReplacement,27
False,False,relationalOperatorReplacement,13
False,False,relationalOperatorReplacement,349
False,False,arithmeticOperatorReplacementBinary,187
False,False,relationalOperatorReplacement,157
False,False,relationalOperatorReplacement,42
False,False,relationalOperatorReplacement,76
True,False,relationalOperatorReplacement,16
False,False,conditionalOperatorReplacement,49
False,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,27
False,False,conditionalOperatorReplacement,27
False,False,relationalOperatorReplacement,32
False,False,relationalOperatorReplacement,24
True,False,arithmeticOperatorReplacementBinary,7
True,False,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,36
False,False,relationalOperatorReplacement,37
False,False,relationalOperatorReplacement,25
True,False,conditionalOperatorDeletion,6
False,False,conditionalOperatorReplacement,43
True,False,relationalOperatorReplacement,10
False,False,conditionalOperatorReplacement,127
True,False,conditionalOperatorReplacement,9
True,False,relationalOperatorReplacement,9
False,False,relationalOperatorReplacement,24
True,False,relationalOperatorReplacement,1
False,False,assignmentOperatorReplacementShortcut,7
False,False,conditionalOperatorReplacement,261
False,False,relationalOperatorReplacement,7
True,False,conditionalOperatorReplacement,33
False,False,conditionalOperatorReplacement,76
False,False,arithmeticOperatorReplacementBinary,7
True,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,14
True,False,relationalOperatorReplacement,22
True,False,relationalOperatorReplacement,2
False,False,conditionalOperatorReplacement,22
False,False,relationalOperatorReplacement,61
False,False,conditionalOperatorReplacement,283
False,False,conditionalOperatorReplacement,6
True,False,relationalOperatorReplacement,2
False,False,relationalOperatorReplacement,67
False,False,conditionalOperatorReplacement,127
False,False,conditionalOperatorReplacement,24
True,False,relationalOperatorReplacement,22
False,False,arithmeticOperatorReplacementBinary,13
False,False,relationalOperatorReplacement,11
False,False,conditionalOperatorReplacement,127
True,False,relationalOperatorReplacement,2
False,False,relationalOperatorReplacement,19
False,False,relationalOperatorReplacement,5
False,False,arithmeticOperatorReplacementBinary,2
True,False,conditionalOperatorReplacement,7
False,False,relationalOperatorReplacement,127
True,False,conditionalOperatorReplacement,6
False,False,relationalOperatorReplacement,22
False,False,relationalOperatorReplacement,36
False,False,relationalOperatorReplacement,32
False,False,relationalOperatorReplacement,44
False,False,relationalOperatorReplacement,15
False,False,arithmeticOperatorReplacementShortcut,32
False,False,relationalOperatorReplacement,63
False,False,conditionalOperatorReplacement,63
False,False,conditionalOperatorReplacement,13
False,False,conditionalOperatorDeletion,13
False,False,conditionalOperatorReplacement,14
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,26
False,False,relationalOperatorReplacement,5
False,False,relationalOperatorReplacement,46
False,False,conditionalOperatorDeletion,184
False,False,arithmeticOperatorReplacementShortcut,8
False,False,conditionalOperatorReplacement,184
False,False,arithmeticOperatorReplacementShortcut,38
False,False,relationalOperatorReplacement,12
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,13
False,False,relationalOperatorReplacement,37
False,False,relationalOperatorReplacement,115
False,False,conditionalOperatorReplacement,80
True,False,logicalOperatorReplacement,129
False,False,arithmeticOperatorReplacementBinary,21
False,False,relationalOperatorReplacement,101
True,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,38
True,False,relationalOperatorReplacement,56
False,False,conditionalOperatorReplacement,56
True,False,relationalOperatorReplacement,56
False,False,relationalOperatorReplacement,56
False,False,arithmeticOperatorReplacementShortcut,64
False,False,relationalOperatorReplacement,5
False,False,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,10
True,False,relationalOperatorReplacement,4
False,False,relationalOperatorReplacement,223
False,False,conditionalOperatorDeletion,4
True,False,arithmeticOperatorReplacementBinary,1
False,False,conditionalOperatorDeletion,149
False,False,relationalOperatorReplacement,417
False,False,relationalOperatorReplacement,269
False,False,relationalOperatorReplacement,65
False,False,relationalOperatorReplacement,186
False,False,relationalOperatorReplacement,744
False,False,arithmeticOperatorReplacementBinary,88
False,False,arithmeticOperatorReplacementBinary,88
False,False,arithmeticOperatorReplacementBinary,88
False,False,relationalOperatorReplacement,44
False,False,relationalOperatorReplacement,70
False,False,conditionalOperatorDeletion,13
False,False,relationalOperatorReplacement,94
False,False,relationalOperatorReplacement,42
False,False,conditionalOperatorDeletion,72
False,False,arithmeticOperatorReplacementBinary,19
False,False,conditionalOperatorReplacement,215
False,False,relationalOperatorReplacement,288
False,False,relationalOperatorReplacement,75
False,False,relationalOperatorReplacement,238
False,False,arithmeticOperatorReplacementShortcut,26
False,False,relationalOperatorReplacement,236
False,False,relationalOperatorReplacement,198
False,False,relationalOperatorReplacement,2
False,False,conditionalOperatorDeletion,3
False,False,relationalOperatorReplacement,185
True,False,arithmeticOperatorReplacementShortcut,5
False,False,conditionalOperatorDeletion,75
False,False,relationalOperatorReplacement,258
False,False,relationalOperatorReplacement,26
False,False,conditionalOperatorDeletion,13
False,False,arithmeticOperatorReplacementBinary,13
False,False,conditionalOperatorReplacement,284
False,False,relationalOperatorReplacement,45
False,False,relationalOperatorReplacement,284
False,False,relationalOperatorReplacement,417
False,False,conditionalOperatorReplacement,91
True,False,relationalOperatorReplacement,284
True,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,91
False,False,relationalOperatorReplacement,188
False,False,relationalOperatorReplacement,15
False,False,relationalOperatorReplacement,11
False,False,relationalOperatorReplacement,15
False,False,relationalOperatorReplacement,3
False,False,arithmeticOperatorReplacementShortcut,16
True,False,conditionalOperatorDeletion,6
True,False,relationalOperatorReplacement,4
False,False,relationalOperatorReplacement,563
False,False,conditionalOperatorDeletion,22
True,False,relationalOperatorReplacement,10
True,False,relationalOperatorReplacement,2
False,False,conditionalOperatorDeletion,18
True,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,31
False,False,conditionalOperatorDeletion,60
True,True,relationalOperatorReplacement,1
True,True,conditionalOperatorReplacement,7
True,True,arithmeticOperatorReplacementShortcut,4
True,True,relationalOperatorReplacement,1
True,True,arithmeticOperatorReplacementBinary,88
False,True,relationalOperatorReplacement,44
False,True,relationalOperatorReplacement,19
False,True,conditionalOperatorReplacement,60
False,True,relationalOperatorReplacement,47
False,True,relationalOperatorReplacement,19
False,True,relationalOperatorReplacement,24
False,True,conditionalOperatorDeletion,23
False,True,conditionalOperatorDeletion,69
False,True,conditionalOperatorReplacement,45
True,True,relationalOperatorReplacement,43
True,True,relationalOperatorReplacement,4
False,True,arithmeticOperatorReplacementBinary,20
False,True,conditionalOperatorReplacement,25
False,True,relationalOperatorReplacement,1
True,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,8
True,True,conditionalOperatorReplacement,43
False,True,relationalOperatorReplacement,42
False,True,relationalOperatorReplacement,195
False,True,relationalOperatorReplacement,171
False,True,relationalOperatorReplacement,2
False,True,conditionalOperatorReplacement,44
True,True,conditionalOperatorDeletion,4
True,True,conditionalOperatorReplacement,13
True,True,relationalOperatorReplacement,2
False,True,relationalOperatorReplacement,5
False,True,relationalOperatorReplacement,15
True,True,relationalOperatorReplacement,5
True,True,relationalOperatorReplacement,4
True,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,7
False,True,relationalOperatorReplacement,46
False,True,conditionalOperatorReplacement,24
True,True,relationalOperatorReplacement,6
True,True,relationalOperatorReplacement,0
True,True,assignmentOperatorReplacementShortcut,19
False,True,relationalOperatorReplacement,15
False,True,relationalOperatorReplacement,48
True,True,relationalOperatorReplacement,1
False,True,conditionalOperatorDeletion,26
False,True,relationalOperatorReplacement,19
False,True,conditionalOperatorDeletion,24
False,True,relationalOperatorReplacement,190
False,True,relationalOperatorReplacement,13
True,True,relationalOperatorReplacement,1
False,True,arithmeticOperatorReplacementBinary,12
False,True,arithmeticOperatorReplacementBinary,19
True,True,relationalOperatorReplacement,4
True,True,relationalOperatorReplacement,13
False,True,relationalOperatorReplacement,64
False,True,relationalOperatorReplacement,31
True,True,relationalOperatorReplacement,314
False,True,relationalOperatorReplacement,763
True,True,relationalOperatorReplacement,4
False,True,conditionalOperatorReplacement,69
False,True,conditionalOperatorReplacement,11
False,True,relationalOperatorReplacement,11
False,True,conditionalOperatorReplacement,12
False,True,arithmeticOperatorReplacementBinary,88
False,True,relationalOperatorReplacement,2
False,True,conditionalOperatorDeletion,2
True,True,arithmeticOperatorReplacementBinary,3
True,True,arithmeticOperatorReplacementBinary,1
False,True,conditionalOperatorDeletion,170
True,True,arithmeticOperatorReplacementBinary,4
False,True,relationalOperatorReplacement,12
False,True,arithmeticOperatorReplacementBinary,16
False,True,arithmeticOperatorReplacementShortcut,11
False,True,relationalOperatorReplacement,4
True,True,arithmeticOperatorReplacementShortcut,8
True,True,relationalOperatorReplacement,3
True,True,relationalOperatorReplacement,8
True,True,conditionalOperatorReplacement,6
True,True,relationalOperatorReplacement,4
True,True,conditionalOperatorDeletion,4
False,True,relationalOperatorReplacement,306
False,True,relationalOperatorReplacement,315
False,True,relationalOperatorReplacement,90
False,True,conditionalOperatorDeletion,7
False,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,1
True,True,relationalOperatorReplacement,1
False,True,relationalOperatorReplacement,22
False,True,relationalOperatorReplacement,110
False,True,relationalOperatorReplacement,22
True,True,relationalOperatorReplacement,8
False,True,relationalOperatorReplacement,7
False,True,relationalOperatorReplacement,4
False,True,relationalOperatorReplacement,13
True,True,conditionalOperatorReplacement,6
True,True,relationalOperatorReplacement,2
True,True,conditionalOperatorDeletion,155
True,True,conditionalOperatorReplacement,6
True,True,conditionalOperatorDeletion,1
False,True,relationalOperatorReplacement,109
True,True,relationalOperatorReplacement,4
False,True,relationalOperatorReplacement,66
True,True,relationalOperatorReplacement,68
True,True,relationalOperatorReplacement,127
True,True,conditionalOperatorReplacement,10
True,True,relationalOperatorReplacement,1
True,True,relationalOperatorReplacement,2
True,True,relationalOperatorReplacement,45
True,True,conditionalOperatorReplacement,14
True,True,relationalOperatorReplacement,10
True,True,relationalOperatorReplacement,3
True,True,conditionalOperatorReplacement,63
True,True,relationalOperatorReplacement,66
False,True,arithmeticOperatorReplacementBinary,1
True,True,relationalOperatorReplacement,6
True,True,relationalOperatorReplacement,3
True,True,arithmeticOperatorReplacementShortcut,17
False,True,relationalOperatorReplacement,188
False,True,relationalOperatorReplacement,5
False,True,relationalOperatorReplacement,3
False,True,conditionalOperatorDeletion,63
False,True,conditionalOperatorDeletion,187
False,True,relationalOperatorReplacement,153
False,True,arithmeticOperatorReplacementShortcut,1
True,True,conditionalOperatorDeletion,25
True,True,relationalOperatorReplacement,1
False,True,relationalOperatorReplacement,26
False,False,arithmeticOperatorReplacementBinary,2
False,False,conditionalOperatorReplacement,29
False,False,relationalOperatorReplacement,27
False,False,relationalOperatorReplacement,5
False,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,3
False,False,relationalOperatorReplacement,10
False,False,relationalOperatorReplacement,7
False,False,conditionalOperatorReplacement,7
False,False,conditionalOperatorReplacement,9
False,False,relationalOperatorReplacement,7
False,False,relationalOperatorReplacement,6
False,False,relationalOperatorReplacement,9
True,False,relationalOperatorReplacement,9
False,False,relationalOperatorReplacement,1
False,False,relationalOperatorReplacement,8
False,False,conditionalOperatorDeletion,193
False,False,conditionalOperatorDeletion,51
False,False,relationalOperatorReplacement,138
False,False,relationalOperatorReplacement,51
False,False,conditionalOperatorReplacement,51
False,True,relationalOperatorReplacement,9
True,True,relationalOperatorReplacement,2
True,True,arithmeticOperatorReplacementBinary,1
True,True,relationalOperatorReplacement,4
True,True,conditionalOperatorReplacement,14
True,True,conditionalOperatorReplacement,3
True,True,relationalOperatorReplacement,0
True,True,arithmeticOperatorReplacementUnary,3
True,True,conditionalOperatorReplacement,9
True,True,relationalOperatorReplacement,0
False,True,relationalOperatorReplacement,14
True,True,relationalOperatorReplacement,3
False,True,relationalOperatorReplacement,0
False,True,relationalOperatorReplacement,7
False,True,relationalOperatorReplacement,9
